Camera Start Date,Camera End Date,CameraName,Location Code,Image#,Image Quality,Species,SpeciesCode,# of Individuals,Date,Time,Notes
"Folder Start Date (Date on folder, format YYYY-MM-DD)","Folder End Date (Date of last image in folder, can fill out at end (YYYY-MM-DD)","Can fill this out exactly how it looks on the folder, no spaces then drag down the column at end","3 Letter code for locations-DO NOT ENTER, THIS WILL FILL AUTOMATICALLY",Please start with IMG in the image name,"1 High, 2 Okay, 3 Bad/can barely see animal","coyote, human, raccoon, skunk, opossum, woodrat, bobcat, bird (note species if possible), squirrel, ground squirrel, vehicle, or unknown","Four letter code for species-DO NOT ENTER, THIS WILL FILL AUTOMATICALLY",number of animals seen in image,Date of image (YYYYMMDD),"24 hours, convert if needed, so 1PM would be 13 etc.    Military Hours-->hh:mm:ss","Please record anything noteworthy-prey, young ones, weather problems, if it's a cool picture for outreach or instagram please put ""COOL"" in the notes column"
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0001,1,human,HOSA,1,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0002,1,human,HOSA,1,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0003,2,human,HOSA,1,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0004,2,human,HOSA,1,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0007,2,human,HOSA,1,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0008,2,human,HOSA,1,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0009,2,human,HOSA,1,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0010,2,human,HOSA,2,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0011,2,human,HOSA,2,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0012,1,human,HOSA,2,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0013,2,opossum,DIVI,1,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0014,3,opossum,DIVI,1,2024/02/02,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0019,2,opossum,DIVI,1,2024/02/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0020,2,opossum,DIVI,1,2024/02/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0021,2,opossum,DIVI,1,2024/02/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0022,2,opossum,DIVI,2,2024/02/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0023,3,opossum,DIVI,1,2024/02/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0024,3,opossum,DIVI,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0027,2,raccoon,PRLO,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0028,3,opossum,DIVI,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0029,3,opossum,DIVI,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0030,3,opossum,DIVI,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0031,2,raccoon,PRLO,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0032,2,raccoon,PRLO,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0033,2,raccoon,PRLO,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0034,2,raccoon,PRLO,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0035,2,raccoon,PRLO,1,2024/02/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0043,2,raccoon,PRLO,1,2024/02/05,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0044,2,raccoon,PRLO,1,2024/02/05,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0045,2,raccoon,PRLO,1,2024/02/05,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0046,3,raccoon,PRLO,1,2024/02/06,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0047,3,raccoon,PRLO,1,2024/02/06,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0048,3,raccoon,PRLO,1,2024/02/06,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0053,2,raccoon,PRLO,1,2024/02/07,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0054,2,raccoon,PRLO,1,2024/02/07,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0055,2,opossum,DIVI,1,2024/02/08,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0056,2,opossum,DIVI,1,2024/02/08,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0057,3,opossum,DIVI,1,2024/02/08,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0058,3,opossum,DIVI,1,2024/02/08,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0059,3,opossum,DIVI,1,2024/02/08,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0061,2,raccoon,PRLO,1,2024/02/08,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0065,2,raccoon,PRLO,1,2024/02/10,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0066,3,raccoon,PRLO,1,2024/02/10,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0067,2,opossum,DIVI,1,2024/02/12,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0068,3,opossum,DIVI,1,2024/02/12,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0070,2,raccoon,PRLO,1,2024/02/12,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0082,2,bird,BIRD,1,2024/02/13,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0083,2,bird,BIRD,1,2024/02/13,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0084,2,bird,BIRD,1,2024/02/13,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0088,3,opossum,DIVI,1,2024/02/13,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0094,2,bird,BIRD,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0095,2,bird,BIRD,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0096,2,bird,BIRD,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0100,2,Ground Squirrel,OTOS,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0103,2,coyote,CAFA,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0104,2,coyote,CAFA,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0105,2,coyote,CAFA,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0106,2,coyote,CAFA,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0107,2,coyote,CAFA,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0109,2,coyote,CAFA,1,2024/02/14,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0113,3,unknown,UNK,1,2024/02/16,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0115,2,opossum,DIVI,1,2024/02/16,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0116,2,opossum,DIVI,1,2024/02/16,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0118,2,raccoon,PRLO,1,2024/02/17,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0119,2,raccoon,PRLO,1,2024/02/17,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0121,2,coyote,CAFA,1,2024/02/17,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0122,2,opossum,DIVI,1,2024/02/17,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0123,2,opossum,DIVI,1,2024/02/17,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0124,2,opossum,DIVI,1,2024/02/19,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0125,2,opossum,DIVI,1,2024/02/19,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0126,2,opossum,DIVI,1,2024/02/19,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0127,2,raccoon,PRLO,1,2024/02/19,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0131,3,raccoon,PRLO,1,2024/02/19,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0132,3,raccoon,PRLO,1,2024/02/19,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0133,2,opossum,DIVI,1,2024/02/21,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0134,2,opossum,DIVI,1,2024/02/21,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0135,2,opossum,DIVI,1,2024/02/21,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0136,3,opossum,DIVI,1,2024/02/22,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0139,3,raccoon,PRLO,1,2024/02/22,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0143,2,raccoon,PRLO,1,2024/02/22,,
2024/02/02,2024/04/11,BonitaCanyon1,BC1,IMG_0144,3,raccoon,PRLO,1,2024/02/22,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0145,3,raccoon,PRLO,1,2024/02/22,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0146,3,raccoon,PRLO,1,2024/02/22,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0147,3,raccoon,PRLO,1,2024/02/22,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0148,3,unknown,UNK,1,2024/02/22,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0149,3,unknown,UNK,1,2024/02/22,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0150,3,unknown,UNK,1,2024/02/22,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0154,2,bird,BIRD,1,2024/02/23,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0157,2,unknown,UNK,1,2024/02/24,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0158,3,unknown,UNK,1,2024/02/24,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0159,3,unknown,UNK,1,2024/02/24,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0163,2,unknown,UNK,1,2024/02/24,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0166,2,raccoon,PRLO,1,2024/02/25,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0167,2,raccoon,PRLO,1,2024/02/25,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0169,3,raccoon,PRLO,1,2024/02/25,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0170,2,raccoon,PRLO,1,2024/02/25,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0171,2,raccoon,PRLO,1,2024/02/25,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0172,2,unknown,UNK,1,2024/02/26,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0176,3,raccoon,PRLO,1,2024/02/26,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0177,2,raccoon,PRLO,1,2024/02/26,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0178,2,raccoon,PRLO,1,2024/02/26,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0179,3,raccoon,PRLO,1,2024/02/26,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0181,2,raccoon,PRLO,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0182,3,raccoon,PRLO,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0184,2,raccoon,PRLO,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0185,2,raccoon,PRLO,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0186,3,raccoon,PRLO,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0187,3,raccoon,PRLO,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0188,2,raccoon,PRLO,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0189,1,raccoon,PRLO,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0190,3,opossum,DIVI,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0193,3,opossum,DIVI,1,2024/02/27,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0196,3,unknown,UNK,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0197,3,unknown,UNK,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0198,3,unknown,UNK,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0200,3,raccoon,PRLO,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0201,3,raccoon,PRLO,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0202,3,raccoon,PRLO,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0205,1,coyote,CAFA,1,2024/02/28,,COOL
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0206,1,coyote,CAFA,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0208,1,coyote,CAFA,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0209,1,coyote,CAFA,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0210,1,coyote,CAFA,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0212,2,raccoon,PRLO,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0213,3,raccoon,PRLO,1,2024/02/28,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0214,3,raccoon,PRLO,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0218,3,unknown,UNK,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0219,3,unknown,UNK,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0220,2,raccoon,PRLO,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0224,3,raccoon,PRLO,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0225,2,raccoon,PRLO,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0226,2,coyote,CAFA,1,2024/02/29,,Looks like a little baby coyote running around! 
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0229,3,unknown,UNK,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0230,3,unknown,UNK,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0232,2,raccoon,PRLO,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0235,3,unknown,UNK,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0238,2,coyote,CAFA,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0239,2,coyote,CAFA,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0240,1,coyote,CAFA,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0241,2,coyote,CAFA,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0242,1,coyote,CAFA,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0243,1,coyote,CAFA,1,2024/02/29,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0244,2,raccoon,PRLO,1,2024/03/01,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0245,2,raccoon,PRLO,1,2024/03/01,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0247,1,raccoon,PRLO,1,2024/03/01,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0248,1,raccoon,PRLO,1,2024/03/01,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0249,2,raccoon,PRLO,1,2024/03/01,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0250,1,coyote,CAFA,1,2024/03/01,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0251,1,coyote,CAFA,1,2024/03/01,,COOL!
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0252,1,coyote,CAFA,1,2024/03/01,,COOL!
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0253,2,coyote,CAFA,1,2024/03/01,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0254,2,coyote,CAFA,1,2024/03/01,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0255,2,coyote,CAFA,1,2024/03/01,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0256,2,coyote,CAFA,1,2024/03/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0257,2,coyote,CAFA,1,2024/03/03,,COOL!
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0259,2,coyote,CAFA,2,2024/03/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0260,2,coyote,CAFA,2,2024/03/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0261,2,coyote,CAFA,2,2024/03/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0262,3,raccoon,PRLO,1,2024/03/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0266,3,raccoon,PRLO,1,2024/03/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0267,3,raccoon,PRLO,1,2024/03/03,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0271,3,unknown,UNK,1,2024/03/04,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0274,3,unknown,UNK,1,2024/03/05,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0281,2,Ground Squirrel,OTOS,1,2024/03/06,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0283,3,unknown,UNK,1,2024/03/07,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0284,3,unknown,UNK,1,2024/03/07,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0285,3,unknown,UNK,1,2024/03/07,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0286,3,unknown,UNK,1,2024/03/07,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0287,3,unknown,UNK,1,2024/03/07,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0288,3,unknown,UNK,1,2024/03/07,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0292,1,coyote,CAFA,1,2024/03/09,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0295,1,coyote,CAFA,1,2024/03/09,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0296,1,coyote,CAFA,1,2024/03/09,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0297,1,coyote,CAFA,1,2024/03/09,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0298,1,coyote,CAFA,1,2024/03/09,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0299,2,coyote,CAFA,1,2024/03/09,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0301,2,coyote,CAFA,3,2024/03/10,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0302,2,coyote,CAFA,2,2024/03/10,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0303,2,coyote,CAFA,2,2024/03/10,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0305,2,raccoon,PRLO,1,2024/03/10,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0306,2,raccoon,PRLO,1,2024/03/10,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0307,2,coyote,CAFA,1,2024/03/11,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0310,2,coyote,CAFA,1,2024/03/11,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0311,2,coyote,CAFA,2,2024/03/11,,
2024/02/02,2024-04-11,BonitaCanyon1,BC1,IMG_0312,2,coyote,CAFA,2,2024/03/11,,
