Camera Start Date,Camera End Date,CameraName,Location Code,Image#,Image Quality,Species,SpeciesCode,# of Individuals,Date,Time,Notes
"Folder Start Date (Date on folder, format YYYY-MM-DD)","Folder End Date (Date of last image in folder, can fill out at end (YYYY-MM-DD)","Can fill this out exactly how it looks on the folder, no spaces then drag down the column at end","3 Letter code for locations-DO NOT ENTER, THIS WILL FILL AUTOMATICALLY",Please start with IMG in the image name,"1 High, 2 Okay, 3 Bad/can barely see animal","coyote, human, raccoon, skunk, opossum, woodrat, bobcat, bird (note species if possible), squirrel, ground squirrel, vehicle, or unknown","Four letter code for species-DO NOT ENTER, THIS WILL FILL AUTOMATICALLY",number of animals seen in image,Date of image (YYYYMMDD),"24 hours, convert if needed, so 1PM would be 13 etc.    Military Hours-->hh:mm:ss","Please record anything noteworthy-prey, young ones, weather problems, if it's a cool picture for outreach or instagram please put ""COOL"" in the notes column"
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0001,1,human,HOSA,1,20240711,,setting up camera traps
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0002,1,human,HOSA,1,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0003,1,human,HOSA,1,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0004,1,human,HOSA,2,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0005,1,human,HOSA,2,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0006,1,human,HOSA,2,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0007,1,human,HOSA,2,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0008,1,human,HOSA,2,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0009,1,human,HOSA,2,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0010,1,human,HOSA,2,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0011,1,human,HOSA,3,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0012,2,human,HOSA,1,20240711,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0013,1,bobcat,LYRU,1,20240715,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0014,1,bobcat,LYRU,1,20240715,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0015,1,bobcat,LYRU,1,20240715,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0016,1,coyote,CAFA,1,20240715,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0017,1,coyote,CAFA,1,20240715,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0019,1,raccoon,PRLO,1,20240715,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0020,1,raccoon,PRLO,1,20240715,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0021,1,raccoon,PRLO,1,20240715,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0022,1,opossum,DIVI,1,20240716,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0023,1,opossum,DIVI,1,20240716,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0024,2,opossum,DIVI,1,20240716,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0025,2,bobcat,LYRU,1,20240717,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0026,3,bobcat,LYRU,1,20240717,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0028,1,coyote,CAFA,1,20240717,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0030,2,coyote,CAFA,1,20240717,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0031,1,coyote,CAFA,1,20240717,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0032,1,coyote,CAFA,1,20240717,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0034,1,coyote,CAFA,1,20240717,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0035,1,coyote,CAFA,1,20240717,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0036,1,coyote,CAFA,1,20240717,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0037,1,raccoon,PRLO,1,20240719,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0038,1,raccoon,PRLO,1,20240719,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0039,1,raccoon,PRLO,1,20240719,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0043,1,coyote,CAFA,1,20240720,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0044,1,coyote,CAFA,1,20240720,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0045,3,coyote,CAFA,1,20240720,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0046,1,raccoon,PRLO,1,20240724,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0049,1,bird,BIRD,1,20240724,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0050,1,bird,BIRD,1,20240724,,COOL
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0051,1,bird,BIRD,1,20240724,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0052,1,bird,BIRD,1,20240724,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0053,1,bird,BIRD,1,20240724,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0054,1,bird,BIRD,1,20240724,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0055,1,bird,BIRD,1,20240724,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0058,1,skunk,MEME,1,20240726,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0059,2,skunk,MEME,1,20240726,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0060,3,skunk,MEME,1,20240726,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0061,1,squirrel,SCIU,1,20240726,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0064,2,opossum,DIVI,1,20240727,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0065,2,opossum,DIVI,1,20240727,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0066,3,opossum,DIVI,1,20240727,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0067,2,bird,BIRD,1,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0070,2,human,HOSA,1,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0071,1,human,HOSA,1,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0072,3,human,HOSA,1,20240729,,just a bucket
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0073,1,human,HOSA,1,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0074,1,human,HOSA,1,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0075,1,human,HOSA,1,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0076,1,human,HOSA,1,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0077,1,human,HOSA,1,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0078,1,human,HOSA,1,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0079,1,human,HOSA,4,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0080,1,human,HOSA,4,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0081,1,human,HOSA,4,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0082,1,human,HOSA,4,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0083,1,human,HOSA,4,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0084,1,human,HOSA,4,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0085,1,human,HOSA,4,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0086,1,human,HOSA,4,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0087,1,human,HOSA,3,20240729,,
2024-07-11,2024-09-11,BonitaCanyon1,BC1,IMG_0088,1,human,HOSA,4,20240729,,
