Camera Start Date,Camera End Date,CameraName,Location Code,Image#,Image Quality,Species,SpeciesCode,# of Individuals,Date,Time,Notes
"Folder Start Date (Date on folder, format YYYY-MM-DD)","Folder End Date (Date of last image in folder, can fill out at end (YYYY-MM-DD)","Can fill this out exactly how it looks on the folder, no spaces then drag down the column at end","3 Letter code for locations-DO NOT ENTER, THIS WILL FILL AUTOMATICALLY",Please start with IMG in the image name,"1 High, 2 Okay, 3 Bad/can barely see animal","coyote, human, raccoon, skunk, opossum, woodrat, bobcat, bird (note species if possible), squirrel, ground squirrel, vehicle, or unknown","Four letter code for species-DO NOT ENTER, THIS WILL FILL AUTOMATICALLY",number of animals seen in image,Date of image (YYYYMMDD),"24 hours, convert if needed, so 1PM would be 13 etc.    Military Hours-->hh:mm:ss","Please record anything noteworthy-prey, young ones, weather problems, if it's a cool picture for outreach or instagram please put ""COOL"" in the notes column"
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0001,1,unknown,UNK,1,20240411,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0002,1,unknown,UNK,1,20240411,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0004,1,human,HOSA,1,20240411,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0007,1,human,HOSA,1,20240411,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0008,1,human,HOSA,1,20240411,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0009,1,human,HOSA,1,20240411,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0011,1,coyote,CAFA,1,20240411,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0012,3,coyote,CAFA,1,20240411,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0019,1,squirrel,SCIU,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0020,1,squirrel,SCIU,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0021,1,squirrel,SCIU,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0022,1,bird,BIRD,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0023,3,bird,BIRD,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0024,1,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0025,1,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0026,1,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0027,3,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0028,1,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0029,1,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0030,1,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0031,2,coyote,CAFA,2,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0032,1,coyote,CAFA,2,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0033,1,coyote,CAFA,2,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0034,3,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0037,3,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0038,1,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0039,1,coyote,CAFA,1,20240412,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0041,3,unknown,UNK,1,20240413,,might be a raccoon
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0043,1,coyote,CAFA,1,20240413,,great photo
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0044,1,coyote,CAFA,1,20240413,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0045,1,coyote,CAFA,1,20240413,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0046,3,rabbit,RASP,1,20240414,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0047,3,rabbit,RASP,1,20240414,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0052,2,coyote,CAFA,1,20240414,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0053,2,coyote,CAFA,1,20240414,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0055,2,squirrel,SCIU,1,20240415,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0061,1,bird,BIRD,1,20240415,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0062,1,bird,BIRD,1,20240415,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0063,1,bird,BIRD,1,20240415,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0064,2,rabbit,RASP,1,20240416,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0065,2,rabbit,RASP,1,20240416,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0067,1,coyote,CAFA,1,20240416,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0070,1,coyote,CAFA,1,20240416,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0071,1,coyote,CAFA,1,20240416,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0072,1,coyote,CAFA,1,20240416,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0073,1,coyote,CAFA,1,20240416,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0074,1,coyote,CAFA,1,20240416,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0076,1,coyote,CAFA,1,20240416,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0079,3,coyote,CAFA,1,20240417,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0080,2,coyote,CAFA,1,20240417,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0082,3,rabbit,RASP,1,20240417,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0083,2,rabbit,RASP,1,20240417,,
2024-04-11,2024-07-11,BonitaCanyon1,BC1,IMG_0084,2,rabbit,RASP,1,20240417,,
