Camera Start Date,Camera End Date,CameraName,Location Code,Image#,Image Quality,Species,SpeciesCode,# of Individuals,Date,Time,Notes
"Folder Start Date (Date on folder, format YYYY-MM-DD)","Folder End Date (Date of last image in folder, can fill out at end (YYYY-MM-DD)","Can fill this out exactly how it looks on the folder, no spaces then drag down the column at end","3 Letter code for locations-DO NOT ENTER, THIS WILL FILL AUTOMATICALLY",Please start with IMG in the image name,"1 High, 2 Okay, 3 Bad/can barely see animal","coyote, human, raccoon, skunk, opossum, woodrat, bobcat, bird (note species if possible), squirrel, ground squirrel, vehicle, or unknown","Four letter code for species-DO NOT ENTER, THIS WILL FILL AUTOMATICALLY",number of animals seen in image,Date of image (YYYYMMDD),"24 hours, convert if needed, so 1PM would be 13 etc.    Military Hours-->hh:mm:ss","Please record anything noteworthy-prey, young ones, weather problems, if it's a cool picture for outreach or instagram please put ""COOL"" in the notes column"
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0001,1,human,HOSA,1,2023-10-30,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0002,1,human,HOSA,1,2023-10-30,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0003,1,human,HOSA,1,2023-10-30,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0005,2,human,HOSA,1,2023-10-30,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0006,2,human,HOSA,1,2023-10-30,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0007,1,human,HOSA,1,2023-10-30,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0008,2,human,HOSA,1,2023-10-30,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0009,2,human,HOSA,1,2023-10-30,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0010,3,human,HOSA,1,2023-10-30,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0013,3,wood rat,NEOSP,1,2023-11-01,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0014,2,wood rat,NEOSP,1,2023-11-01,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0015,2,wood rat,NEOSP,1,2023-11-01,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0017,3,unknown,UNK,1,2023-11-02,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0018,3,unknown,UNK,1,2023-11-02,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0019,2,coyote,CAFA,1,2023-11-03,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0020,2,coyote,CAFA,1,2023-11-03,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0022,2,opossum,DIVI,1,2023-11-04,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0025,3,coyote,CAFA,1,2023-11-06,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0027,3,coyote,CAFA,1,2023-11-07,,
2023-10-30,2024-01-07,BonitaCanyon1,BC1,IMG_0028,2,opossum,DIVI,1,2023-11-09,,
